Time             | Price
2026-03-28 00:14 | $66,259.87
2026-03-28 00:19 | $66,320.32  (+$60.45)
2026-03-28 00:24 | $66,314.19  ($-6.13)
2026-03-28 00:29 | $66,303.94  ($-10.25)
2026-03-28 00:34 | $66,402.62  (+$98.68)
2026-03-28 00:39 | $66,446.93  (+$44.31)
2026-03-28 00:44 | $66,391.33  ($-55.60)
2026-03-28 00:49 | $66,416.97  (+$25.64)
2026-03-28 00:54 | $66,380.36  ($-36.61)
2026-03-28 00:59 | $66,382.83  (+$2.47)
2026-03-28 01:04 | $66,315.38  ($-67.45)
2026-03-28 01:09 | $66,271.31  ($-44.07)

CURRENT PRICE: $66,115.52 at 2026-03-28 01:14
